SITE_NAME,BEGIN,END,PERIOD_EUR,DAYS_INVOICE,KWH_NEW,DAYLY_AVERAGE_CONSUMPTION,INVOICES
0297KO,2019-01-08,2019-08-31,"355,30",236,2600.0,11.02,35
0297KO,2019-01-09,2019-09-30,"327,51",265,2392.0,9.03,35
0297KO,2019-01-10,2019-10-31,"327,77",295,2394.0,8.12,35
0297KO,2019-01-11,2019-11-30,"310,40",324,2264.0,6.99,35
0297KO,2019-01-12,2019-12-31,"315,75",354,2304.0,6.51,35
0297KO,2020-01-01,2020-01-31,"312,88",31,2295.0,74.03,35
0297KO,2020-01-02,2020-02-29,"293,67",59,2150.0,36.44,35
0297KO,2020-01-03,2020-03-31,"317,65",89,2331.0,26.19,35
0297KO,2020-01-04,2020-04-30,"317,51",118,2330.0,19.75,35
0297KO,2020-01-05,2020-05-31,"385,87",148,2846.0,19.23,35
0297KO,2020-01-06,2020-06-30,"438,73",177,3245.0,18.33,35
0297KO,2020-01-07,2020-07-31,"468,93",207,3473.0,16.78,35
0297KO,2020-01-08,2020-08-31,"475,56",237,3523.0,14.86,35
0297KO,2020-01-09,2020-09-30,"440,19",266,3256.0,12.24,35
0297KO,2020-01-10,2020-10-31,"432,37",296,3197.0,10.8,35
0297KO,2020-01-11,2020-11-30,"396,60",325,2927.0,9.01,35
0298BB,2018-01-01,2018-01-31,"105,62",31,78.0,2.52,27
0298BB,2018-01-02,2018-02-28,"100,52",58,79.0,1.36,27
0298BB,2018-01-03,2018-03-31,"103,75",88,70.0,0.8,27
0298BB,2018-01-04,2018-04-30,"92,18",117,65.0,0.56,27
0298BB,2018-01-05,2018-05-31,"94,28",147,61.0,0.41,27
0298BB,2018-01-06,2018-06-30,"91,66",176,60.0,0.34,27
0298BB,2018-01-07,2018-07-31,"95,01",206,66.0,0.32,27
0298BB,2018-01-08,2018-08-31,"94,48",236,62.0,0.26,27
0298BB,2018-01-09,2018-09-30,"90,34",265,65.0,0.25,27
0298BB,2018-01-10,2018-10-31,"94,50",295,68.0,0.23,27
0298BB,2018-01-11,2018-11-30,"155,14",324,1172.0,3.62,27
0298BB,2018-01-12,2018-12-31,"248,06",354,1913.0,5.4,27
0298BB,2019-01-01,2019-01-31,"241,52",31,1948.0,62.84,27
0298BB,2019-01-02,2019-02-28,"197,59",58,1586.0,27.34,27
0298BB,2019-01-03,2019-03-31,"197,04",88,1584.0,18.0,27
0298BB,2019-01-04,2019-04-30,"169,09",117,1345.0,11.5,27
0298BB,2019-01-05,2019-05-31,"179,68",147,1430.0,9.73,27
0298BB,2019-01-06,2019-06-30,"174,53",176,1389.0,7.89,27
0298BB,2019-01-07,2019-07-31,"172,11",206,1362.0,6.61,27
0298BB,2019-01-08,2019-08-31,"177,18",236,1411.0,5.98,27
0298BB,2019-01-09,2019-09-30,"173,28",265,1375.0,5.19,27
0298BB,2019-01-10,2019-10-31,"179,92",295,1435.0,4.86,27
0298BB,2019-01-11,2019-11-30,"185,28",324,1477.0,4.56,27
0298BB,2019-01-12,2019-12-31,"210,54",354,1690.0,4.77,27
0298BB,2020-01-01,2020-01-31,"274,48",31,1661.0,53.58,27
0298BB,2020-01-02,2020-02-29,"225,28",59,1567.0,26.56,27
0298BB,2020-01-03,2020-03-31,"240,29",89,1676.0,18.83,27
0298BR,2018-01-01,2018-02-05,"870,30",36,8703.0,241.75,11
0298BR,2018-02-05,2018-06-30,"489,16",146,5149.0,35.27,11
0298BR,2018-01-07,2018-09-30,"622,01",267,6347.0,23.77,11
0298BR,2018-01-10,2018-12-31,"734,51",356,7495.0,21.05,11
0298BR,2019-01-01,2019-03-31,"875,67",90,6253.0,69.48,11
0298BR,2019-01-04,2019-06-30,"944,52",178,6762.0,37.99,11
0298BR,2019-01-07,2019-09-30,"887,39",267,7853.0,29.41,11
0298BR,2019-01-10,2019-12-31,"701,58",356,5690.0,15.98,11
0298BR,2020-01-01,2020-03-31,"839,40",91,6995.0,76.87,11
0298BR,2020-01-04,2020-06-30,"829,81",179,7279.0,40.66,11
0298BR,2020-01-07,2020-09-30,"823,57",268,6674.0,24.9,11
0298KO,2018-01-01,2018-01-31,"182,50",31,1440.0,46.45,35
0298KO,2018-01-02,2018-02-28,"167,20",58,1313.0,22.64,35
0298KO,2018-01-03,2018-03-31,"180,33",88,1422.0,16.16,35
0298KO,2018-01-04,2018-04-30,"175,87",117,1385.0,11.84,35
0298KO,2018-01-05,2018-05-31,"182,98",147,1444.0,9.82,35
0298KO,2018-01-06,2018-06-30,"177,80",176,1401.0,7.96,35
0298KO,2018-01-07,2018-07-31,"184,65",206,1457.0,7.07,35
0298KO,2018-01-08,2018-08-31,"185,97",236,1468.0,6.22,35
0298KO,2018-01-09,2018-09-30,"178,39",265,1396.0,5.27,35
0298KO,2018-01-10,2018-10-31,"182,27",295,1428.0,4.84,35
0298KO,2018-01-11,2018-11-30,"195,02",324,1533.0,4.73,35
0298KO,2018-01-12,2018-12-31,"217,95",354,1722.0,4.86,35
0298KO,2019-01-01,2019-01-31,"241,08",31,1736.0,56.0,35
0298KO,2019-01-02,2019-02-28,"215,56",58,1545.0,26.64,35
0298KO,2019-01-03,2019-03-31,"235,73",88,1696.0,19.27,35
0298KO,2019-01-04,2019-04-30,"227,05",117,1631.0,13.94,35
0298KO,2019-01-05,2019-05-31,"230,25",147,1655.0,11.26,35
0298KO,2019-01-06,2019-06-30,"224,91",176,1615.0,9.18,35
0298KO,2019-01-07,2019-07-31,"231,46",206,1664.0,8.08,35
0298KO,2019-01-08,2019-08-31,"232,12",236,1669.0,7.07,35
0298KO,2019-01-09,2019-09-30,"223,71",265,1606.0,6.06,35
0298KO,2019-01-10,2019-10-31,"230,25",295,1655.0,5.61,35
0298KO,2019-01-11,2019-11-30,"221,70",324,1591.0,4.91,35
0298KO,2019-01-12,2019-12-31,"227,31",354,1633.0,4.61,35
0298KO,2020-01-01,2020-01-31,"229,45",31,1655.0,53.39,35
0298KO,2020-01-02,2020-02-29,"218,46",59,1572.0,26.64,35
0298KO,2020-01-03,2020-03-31,"227,86",89,1643.0,18.46,35
0298KO,2020-01-04,2020-04-30,"229,98",118,1659.0,14.06,35
0298KO,2020-01-05,2020-05-31,"237,40",148,1715.0,11.59,35
0298KO,2020-01-06,2020-06-30,"231,18",177,1668.0,9.42,35
0298KO,2020-01-07,2020-07-31,"242,04",207,1750.0,8.45,35
0298KO,2020-01-08,2020-08-31,"245,48",237,1776.0,7.49,35
0298KO,2020-01-09,2020-09-30,"236,21",266,1706.0,6.41,35
0298KO,2020-01-10,2020-10-31,"240,98",296,1742.0,5.89,35
0298KO,2020-01-11,2020-11-30,"218,85",325,1652.0,5.08,35
0299BB,2018-01-01,2018-12-31,"1 552,94",365,,,2
0299BB,2019-01-01,2019-12-31,"1 704,18",365,,,2
0299BR,2018-01-01,2018-01-31,"257,04",31,1836.0,59.23,35
0299BR,2018-01-02,2018-02-28,"241,78",58,1727.0,29.78,35
0299BR,2018-01-03,2018-03-31,"284,76",88,2034.0,23.11,35
0299BR,2018-01-04,2018-04-30,"236,18",117,1687.0,14.42,35
0299BR,2018-01-05,2018-05-31,"283,64",147,2026.0,13.78,35
0299BR,2018-01-06,2018-06-30,"285,18",176,2037.0,11.57,35
0299BR,2018-01-07,2018-07-31,"265,44",206,1896.0,9.2,35
0299BR,2018-01-08,2018-08-31,"275,52",236,1968.0,8.34,35
0299BR,2018-01-09,2018-09-30,"275,80",265,1970.0,7.43,35
0299BR,2018-01-10,2018-10-31,"264,60",295,1890.0,6.41,35
0299BR,2018-01-11,2018-11-30,"289,10",324,2065.0,6.37,35
0299BR,2018-01-12,2018-12-31,"244,30",354,1745.0,4.93,35
0299BR,2019-01-01,2019-01-31,"277,62",31,1983.0,63.97,35
0299BR,2019-01-02,2019-02-28,"244,44",58,1746.0,30.1,35
0299BR,2019-01-03,2019-03-31,"270,62",88,1933.0,21.97,35
0299BR,2019-01-04,2019-04-30,"256,20",117,1830.0,15.64,35
0299BR,2019-01-05,2019-05-31,"274,54",147,1961.0,13.34,35
0299BR,2019-01-06,2019-06-30,"294,84",176,2106.0,11.97,35
0299BR,2019-01-07,2019-07-31,"285,46",206,2039.0,9.9,35
0299BR,2019-01-08,2019-08-31,"295,12",236,2108.0,8.93,35
0299BR,2019-01-09,2019-09-30,"257,46",265,1839.0,6.94,35
0299BR,2019-01-10,2019-10-31,"264,74",295,1891.0,6.41,35
0299BR,2019-01-11,2019-11-30,"278,32",324,1988.0,6.14,35
0299BR,2019-01-12,2019-12-31,"268,80",354,1920.0,5.42,35
0299BR,2020-01-01,2020-01-31,"277,34",31,1981.0,63.9,35
0299BR,2020-01-02,2020-02-29,"244,02",59,1743.0,29.54,35
0299BR,2020-01-03,2020-03-31,"265,02",89,1893.0,21.27,35
0299BR,2020-01-04,2020-04-30,"265,02",118,1893.0,16.04,35
0299BR,2020-01-05,2020-05-31,"276,50",148,1975.0,13.34,35
0299BR,2020-01-06,2020-06-30,"275,66",177,1969.0,11.12,35
0299BR,2020-01-07,2020-07-31,"307,30",207,2195.0,10.6,35
0299BR,2020-01-08,2020-08-31,"272,02",237,1943.0,8.2,35
0299BR,2020-01-09,2020-09-30,"255,22",266,1823.0,6.85,35
0299BR,2020-01-10,2020-10-31,"238,42",296,1703.0,5.75,35
0299BR,2020-01-11,2020-11-30,"251,30",325,1795.0,5.52,35
0299KO,2018-01-01,2018-01-31,"257,09",31,2336.0,75.35,35
0299KO,2018-01-02,2018-02-28,"286,03",58,2641.0,45.53,35
0299KO,2018-01-03,2018-03-31,"317,44",88,2971.0,33.76,35
0299KO,2018-01-04,2018-04-30,"310,33",117,2896.0,24.75,35
0299KO,2018-01-05,2018-05-31,"363,71",147,3057.0,20.8,35
0299KO,2018-01-06,2018-06-30,"316,65",176,2963.0,16.84,35
0299KO,2018-01-07,2018-07-31,"344,19",206,3096.0,15.03,35
0299KO,2018-01-08,2018-08-31,"330,79",236,3110.0,13.18,35
0299KO,2018-01-09,2018-09-30,"317,00",265,2940.0,11.09,35
0299KO,2018-01-10,2018-10-31,"375,43",295,2998.0,10.16,35
0299KO,2018-01-11,2018-11-30,"312,41",324,2892.0,8.93,35
0299KO,2018-01-12,2018-12-31,"322,08",354,2993.0,8.45,35
0299KO,2019-01-01,2019-01-31,"363,75",31,3033.0,97.84,35
0299KO,2019-01-02,2019-02-28,"325,19",58,2676.0,46.14,35
0299KO,2019-01-03,2019-03-31,"354,75",88,2949.0,33.51,35
0299KO,2019-01-04,2019-04-30,"347,33",117,2881.0,24.62,35
0299KO,2019-01-05,2019-05-31,"359,70",147,2995.0,20.37,35
0299KO,2019-01-06,2019-06-30,"359,48",176,2993.0,17.01,35
0299KO,2019-01-07,2019-07-31,"376,90",206,3154.0,15.31,35
0299KO,2019-01-08,2019-08-31,"391,51",236,3290.0,13.94,35
0299KO,2019-01-09,2019-09-30,"373,98",265,3127.0,11.8,35
0299KO,2019-01-10,2019-10-31,"425,01",295,3212.0,10.89,35
0299KO,2019-01-11,2019-11-30,"370,94",324,3099.0,9.56,35
0299KO,2019-01-12,2019-12-31,"380,95",354,3192.0,9.02,35
0299KO,2020-01-01,2020-01-31,"370,41",31,3195.0,103.06,35
0299KO,2020-01-02,2020-02-29,"347,67",59,2976.0,50.44,35
0299KO,2020-01-03,2020-03-31,"372,47",89,3215.0,36.12,35
0299KO,2020-01-04,2020-04-30,"364,34",118,3137.0,26.58,35
0299KO,2020-01-05,2020-05-31,"374,31",148,3232.0,21.84,35
0299KO,2020-01-06,2020-06-30,"366,18",177,3154.0,17.82,35
0299KO,2020-01-07,2020-07-31,"429,17",207,3306.0,15.97,35
0299KO,2020-01-08,2020-08-31,"382,86",237,3314.0,13.98,35
0299KO,2020-01-09,2020-09-30,"419,75",266,3155.0,11.86,35
0299KO,2020-01-10,2020-10-31,"375,28",296,3242.0,10.95,35
0299KO,2020-01-11,2020-11-30,"326,60",325,3137.0,9.65,35
0300BB,2018-01-01,2018-01-31,"105,39",31,90.0,2.9,35
0300BB,2018-01-02,2018-02-28,"102,47",58,96.0,1.66,35
0300BB,2018-01-03,2018-03-31,"104,66",88,92.0,1.05,35
0300BB,2018-01-04,2018-04-30,"95,51",117,82.0,0.7,35
0300BB,2018-01-05,2018-05-31,"98,89",147,82.0,0.56,35
0300BB,2018-01-06,2018-06-30,"99,49",176,89.0,0.51,35
0300BB,2018-01-07,2018-07-31,"104,12",206,93.0,0.45,35
0300BB,2018-01-08,2018-08-31,"112,29",236,1040.0,4.41,35
0300BB,2018-01-09,2018-09-30,"97,00",265,81.0,0.31,35
0300BB,2018-01-10,2018-10-31,"98,09",295,84.0,0.28,35
0300BB,2018-01-11,2018-11-30,"99,51",324,81.0,0.25,35
0300BB,2018-01-12,2018-12-31,"108,95",354,92.0,0.26,35
0300BB,2019-01-01,2019-01-31,"111,44",31,1034.0,33.35,35
0300BB,2019-01-02,2019-02-28,"96,00",58,85.0,1.47,35
0300BB,2019-01-03,2019-03-31,"99,10",88,82.0,0.93,35
0300BB,2019-01-04,2019-04-30,"95,10",117,83.0,0.71,35
0300BB,2019-01-05,2019-05-31,"97,63",147,84.0,0.57,35
0300BB,2019-01-06,2019-06-30,"102,97",176,99.0,0.56,35
0300BB,2019-01-07,2019-07-31,"105,18",206,96.0,0.47,35
0300BB,2019-01-08,2019-08-31,"105,91",236,95.0,0.4,35
0300BB,2019-01-09,2019-09-30,"97,07",265,87.0,0.33,35
0300BB,2019-01-10,2019-10-31,"113,34",295,82.0,0.28,35
0300BB,2019-01-11,2019-11-30,"110,51",324,86.0,0.27,35
0300BB,2019-01-12,2019-12-31,"122,71",354,93.0,0.26,35
0300BB,2020-01-01,2020-01-31,"146,56",31,96.0,3.1,35
0300BB,2020-01-02,2020-02-29,"133,34",59,88.0,1.49,35
0300BB,2020-01-03,2020-03-31,"138,86",89,91.0,1.02,35
0300BB,2020-01-04,2020-04-30,"131,12",118,82.0,0.69,35
0300BB,2020-01-05,2020-05-31,"133,80",148,81.0,0.55,35
0300BB,2020-01-06,2020-06-30,"131,83",177,84.0,0.47,35
0300BB,2020-01-07,2020-07-31,"129,47",207,80.0,0.39,35
0300BB,2020-01-08,2020-08-31,"124,55",237,83.0,0.35,35
0300BB,2020-01-09,2020-09-30,"121,49",266,70.0,0.26,35
0300BB,2020-01-10,2020-10-31,"163,17",296,1207.0,4.08,35
0300BB,2020-01-11,2020-11-30,"121,76",325,1192.0,3.67,35
0300BR,2018-01-01,2018-01-31,"203,90",31,1813.0,58.48,35
0300BR,2018-01-02,2018-02-28,"186,57",58,1652.0,28.48,35
0300BR,2018-01-03,2018-03-31,"204,74",88,1822.0,20.7,35
0300BR,2018-01-04,2018-04-30,"200,71",117,1785.0,15.26,35
0300BR,2018-01-05,2018-05-31,"208,94",147,1863.0,12.67,35
0300BR,2018-01-06,2018-06-30,"204,54",176,1823.0,10.36,35
0300BR,2018-01-07,2018-07-31,"211,36",206,1886.0,9.16,35
0300BR,2018-01-08,2018-08-31,"215,68",236,1928.0,8.17,35
0300BR,2018-01-09,2018-09-30,"202,43",265,1789.0,6.75,35
0300BR,2018-01-10,2018-10-31,"208,10",295,1842.0,6.24,35
0300BR,2018-01-11,2018-11-30,"200,34",324,1770.0,5.46,35
0300BR,2018-01-12,2018-12-31,"205,21",354,1815.0,5.13,35
0300BR,2019-01-01,2019-01-31,"200,71",31,1818.0,58.65,35
0300BR,2019-01-02,2019-02-28,"182,96",58,1649.0,28.43,35
0300BR,2019-01-03,2019-03-31,"201,70",88,1828.0,20.77,35
0300BR,2019-01-04,2019-04-30,"196,48",117,1779.0,15.21,35
0300BR,2019-01-05,2019-05-31,"202,80",147,1839.0,12.51,35
0300BR,2019-01-06,2019-06-30,"206,48",176,1878.0,10.67,35
0300BR,2019-01-07,2019-07-31,"213,06",206,1911.0,9.28,35
0300BR,2019-01-08,2019-08-31,"215,66",236,1949.0,8.26,35
0300BR,2019-01-09,2019-09-30,"197,06",265,1809.0,6.83,35
0300BR,2019-01-10,2019-10-31,"202,41",295,1864.0,6.32,35
0300BR,2019-01-11,2019-11-30,"194,35",324,1786.0,5.51,35
0300BR,2019-01-12,2019-12-31,"197,28",354,1814.0,5.12,35
0300BR,2020-01-01,2020-01-31,"234,12",31,1812.0,58.45,35
0300BR,2020-01-02,2020-02-29,"221,17",59,1707.0,28.93,35
0300BR,2020-01-03,2020-03-31,"226,81",89,1761.0,19.79,35
0300BR,2020-01-04,2020-04-30,"223,35",118,1733.0,14.69,35
0300BR,2020-01-05,2020-05-31,"230,72",148,1793.0,12.11,35
0300BR,2020-01-06,2020-06-30,"226,07",177,1750.0,9.89,35
0300BR,2020-01-07,2020-07-31,"239,99",207,1867.0,9.02,35
0300BR,2020-01-08,2020-08-31,"240,16",237,1892.0,7.98,35
0300BR,2020-01-09,2020-09-30,"231,03",266,1817.0,6.83,35
0300BR,2020-01-10,2020-10-31,"233,59",296,1838.0,6.21,35
0300BR,2020-01-11,2020-11-30,"222,27",325,1745.0,5.37,35
0300KO,2018-01-01,2018-01-31,"100,10",31,76.0,2.45,35
0300KO,2018-01-02,2018-02-28,"99,73",58,73.0,1.26,35
0300KO,2018-01-03,2018-03-31,"99,13",88,78.0,0.89,35
0300KO,2018-01-04,2018-04-30,"87,57",117,62.0,0.53,35
0300KO,2018-01-05,2018-05-31,"91,18",147,72.0,0.49,35
0300KO,2018-01-06,2018-06-30,"88,41",176,69.0,0.39,35
0300KO,2018-01-07,2018-07-31,"92,07",206,79.0,0.38,35
0300KO,2018-01-08,2018-08-31,"95,81",236,70.0,0.3,35
0300KO,2018-01-09,2018-09-30,"89,23",265,61.0,0.23,35
0300KO,2018-01-10,2018-10-31,"91,30",295,68.0,0.23,35
0300KO,2018-01-11,2018-11-30,"92,51",324,78.0,0.24,35
0300KO,2018-01-12,2018-12-31,"101,49",354,72.0,0.2,35
0300KO,2019-01-01,2019-01-31,"115,85",31,87.0,2.81,35
0300KO,2019-01-02,2019-02-28,"97,15",58,67.0,1.16,35
0300KO,2019-01-03,2019-03-31,"101,42",88,79.0,0.9,35
0300KO,2019-01-04,2019-04-30,"97,01",117,66.0,0.56,35
0300KO,2019-01-05,2019-05-31,"100,35",147,71.0,0.48,35
0300KO,2019-01-06,2019-06-30,"101,96",176,73.0,0.41,35
0300KO,2019-01-07,2019-07-31,"103,03",206,71.0,0.34,35
0300KO,2019-01-08,2019-08-31,"104,23",236,70.0,0.3,35
0300KO,2019-01-09,2019-09-30,"97,28",265,68.0,0.26,35
0300KO,2019-01-10,2019-10-31,"100,49",295,72.0,0.24,35
0300KO,2019-01-11,2019-11-30,"122,80",324,89.0,0.27,35
0300KO,2019-01-12,2019-12-31,"133,89",354,92.0,0.26,35
0300KO,2020-01-01,2020-01-31,"134,40",31,98.0,3.16,35
0300KO,2020-01-02,2020-02-29,"126,72",59,90.0,1.53,35
0300KO,2020-01-03,2020-03-31,"137,05",89,98.0,1.1,35
0300KO,2020-01-04,2020-04-30,"133,61",118,92.0,0.78,35
0300KO,2020-01-05,2020-05-31,"137,58",148,92.0,0.62,35
0300KO,2020-01-06,2020-06-30,"134,14",177,96.0,0.54,35
0300KO,2020-01-07,2020-07-31,"138,24",207,97.0,0.47,35
0300KO,2020-01-08,2020-08-31,"138,90",237,92.0,0.39,35
0300KO,2020-01-09,2020-09-30,"132,55",266,94.0,0.35,35
0300KO,2020-01-10,2020-10-31,"136,52",296,94.0,0.32,35
0300KO,2020-01-11,2020-11-30,"123,86",325,95.0,0.29,35
0301BB,2018-01-01,2018-12-31,"1 647,14",365,,,21
0301BB,2019-01-01,2019-04-30,"570,45",120,3919.0,32.66,21
0301BB,2019-01-05,2019-05-31,"132,28",147,83.0,0.56,21
0301BB,2019-01-06,2019-06-30,"103,02",176,79.0,0.45,21
0301BB,2019-01-07,2019-07-31,"104,64",206,87.0,0.42,21
0301BB,2019-01-08,2019-08-31,"105,26",236,89.0,0.38,21
0301BB,2019-01-09,2019-09-30,"104,45",265,89.0,0.34,21
0301BB,2019-01-10,2019-10-31,"113,42",295,85.0,0.29,21
0301BB,2019-01-11,2019-11-30,"117,20",324,93.0,0.29,21
0301BB,2019-01-12,2019-12-31,"132,91",354,1045.0,2.95,21
0301BB,2020-01-01,2020-01-31,"154,27",31,1058.0,34.13,21
0301BB,2020-01-02,2020-02-29,"143,94",59,91.0,1.54,21
0301BB,2020-01-03,2020-03-31,"145,00",89,94.0,1.06,21
0301BB,2020-01-04,2020-04-30,"126,16",118,83.0,0.7,21
0301BB,2020-01-05,2020-05-31,"109,77",148,77.0,0.52,21
0301BB,2020-01-06,2020-06-30,"111,28",177,76.0,0.43,21
0301BB,2020-01-07,2020-07-31,"148,34",207,1014.0,4.9,21
0301BB,2020-01-08,2020-08-31,"149,07",237,1019.0,4.3,21
0301BB,2020-01-09,2020-09-30,"143,52",266,98.0,0.37,21
0301BB,2020-01-10,2020-10-31,"144,92",296,91.0,0.31,21
0301BB,2020-01-11,2020-11-30,"135,33",325,91.0,0.28,21
0301BR,2018-01-01,2018-12-31,"3 339,95",365,,,4
0301BR,2019-01-01,2019-06-23,"1 553,00",174,,,4
0301BR,2019-06-24,2019-12-31,"1 620,66",191,,,4
0301BR,2020-01-01,2020-10-27,"3 410,39",301,,,4
0301KO,2018-01-01,2018-01-31,"264,80",31,2148.0,69.29,35
0301KO,2018-01-02,2018-02-28,"241,67",58,1956.0,33.72,35
0301KO,2018-01-03,2018-03-31,"266,85",88,2165.0,24.6,35
0301KO,2018-01-04,2018-04-30,"258,78",117,2098.0,17.93,35
0301KO,2018-01-05,2018-05-31,"268,41",147,2178.0,14.82,35
0301KO,2018-01-06,2018-06-30,"261,55",176,2121.0,12.05,35
0301KO,2018-01-07,2018-07-31,"272,54",206,2211.0,10.73,35
0301KO,2018-01-08,2018-08-31,"276,88",236,2247.0,9.52,35
0301KO,2018-01-09,2018-09-30,"264,58",265,2131.0,8.04,35
0301KO,2018-01-10,2018-10-31,"276,47",295,2229.0,7.56,35
0301KO,2018-01-11,2018-11-30,"295,28",324,2384.0,7.36,35
0301KO,2018-01-12,2018-12-31,"350,00",354,2835.0,8.01,35
0301KO,2019-01-01,2019-01-31,"408,66",31,3013.0,97.19,35
0301KO,2019-01-02,2019-02-28,"325,15",58,2388.0,41.17,35
0301KO,2019-01-03,2019-03-31,"320,21",88,2351.0,26.72,35
0301KO,2019-01-04,2019-04-30,"293,89",117,2154.0,18.41,35
0301KO,2019-01-05,2019-05-31,"300,57",147,2204.0,14.99,35
0301KO,2019-01-06,2019-06-30,"287,34",176,2105.0,11.96,35
0301KO,2019-01-07,2019-07-31,"312,06",206,2290.0,11.12,35
0301KO,2019-01-08,2019-08-31,"306,18",236,2246.0,9.52,35
0301KO,2019-01-09,2019-09-30,"289,21",265,2119.0,8.0,35
0301KO,2019-01-10,2019-10-31,"301,10",295,2208.0,7.48,35
0301KO,2019-01-11,2019-11-30,"290,68",324,2130.0,6.57,35
0301KO,2019-01-12,2019-12-31,"293,09",354,2148.0,6.07,35
0301KO,2020-01-01,2020-01-31,"291,50",31,2149.0,69.32,35
0301KO,2020-01-02,2020-02-29,"272,82",59,2008.0,34.03,35
0301KO,2020-01-03,2020-03-31,"294,28",89,2170.0,24.38,35
0301KO,2020-01-04,2020-04-30,"288,32",118,2125.0,18.01,35
0301KO,2020-01-05,2020-05-31,"296,53",148,2187.0,14.78,35
0301KO,2020-01-06,2020-06-30,"287,92",177,2122.0,11.99,35
0301KO,2020-01-07,2020-07-31,"292,03",207,2153.0,10.4,35
0301KO,2020-01-08,2020-08-31,"282,09",237,2078.0,8.77,35
0301KO,2020-01-09,2020-09-30,"266,99",266,1964.0,7.38,35
0301KO,2020-01-10,2020-10-31,"274,01",296,2017.0,6.81,35
0301KO,2020-01-11,2020-11-30,"266,06",325,1957.0,6.02,35
0302BB,2018-01-01,2018-12-31,"2 076,46",365,,,2
0302BB,2019-01-01,2019-12-31,"2 705,22",365,,,2
0302BR,2018-01-01,2018-12-31,"1 404,75",365,,,3
0302BR,2019-01-01,2019-11-06,"614,21",310,4887.0,15.76,3
0302BR,2019-12-06,2019-12-31,"929,63",26,7704.0,296.31,3
0303BB,2018-01-01,2018-01-31,"181,18",31,1182.0,38.13,35
0303BB,2018-01-02,2018-02-28,"178,34",58,1165.0,20.09,35
0303BB,2018-01-03,2018-03-31,"179,54",88,1174.0,13.34,35
0303BB,2018-01-04,2018-04-30,"162,63",117,1030.0,8.8,35
0303BB,2018-01-05,2018-05-31,"167,81",147,1069.0,7.27,35
0303BB,2018-01-06,2018-06-30,"164,06",176,1043.0,5.93,35
0303BB,2018-01-07,2018-07-31,"160,03",206,1091.0,5.3,35
0303BB,2018-01-08,2018-08-31,"147,27",236,1109.0,4.7,35
0303BB,2018-01-09,2018-09-30,"136,98",265,1027.0,3.88,35
0303BB,2018-01-10,2018-10-31,"139,48",295,1048.0,3.55,35
0303BB,2018-01-11,2018-11-30,"141,38",324,1066.0,3.29,35
0303BB,2018-01-12,2018-12-31,"150,75",354,1140.0,3.22,35
0303BB,2019-01-01,2019-01-31,"144,03",31,1138.0,36.71,35
0303BB,2019-01-02,2019-02-28,"125,75",58,96.0,1.66,35
0303BB,2019-01-03,2019-03-31,"136,21",88,1072.0,12.18,35
0303BB,2019-01-04,2019-04-30,"132,03",117,1035.0,8.85,35
0303BB,2019-01-05,2019-05-31,"160,29",147,1271.0,8.65,35
0303BB,2019-01-06,2019-06-30,"177,56",176,1413.0,8.03,35
0303BB,2019-01-07,2019-07-31,"184,95",206,1475.0,7.16,35
0303BB,2019-01-08,2019-08-31,"192,04",236,1532.0,6.49,35
0303BB,2019-01-09,2019-09-30,"182,29",265,1452.0,5.48,35
0303BB,2019-01-10,2019-10-31,"187,90",295,1500.0,5.08,35
0303BB,2019-01-11,2019-11-30,"182,01",324,1450.0,4.48,35
0303BB,2019-01-12,2019-12-31,"188,70",354,1508.0,4.26,35
0303BB,2020-01-01,2020-01-31,"218,11",31,1516.0,48.9,35
0303BB,2020-01-02,2020-02-29,"203,11",59,1410.0,23.9,35
0303BB,2020-01-03,2020-03-31,"219,70",89,1525.0,17.13,35
0303BB,2020-01-04,2020-04-30,"212,59",118,1477.0,12.52,35
0303BB,2020-01-05,2020-05-31,"218,92",148,1522.0,10.28,35
0303BB,2020-01-06,2020-06-30,"212,15",177,1473.0,8.32,35
0303BB,2020-01-07,2020-07-31,"221,51",207,1539.0,7.43,35
0303BB,2020-01-08,2020-08-31,"223,81",237,1555.0,6.56,35
0303BB,2020-01-09,2020-09-30,"212,24",266,1471.0,5.53,35
0303BB,2020-01-10,2020-10-31,"217,68",296,1513.0,5.11,35
0303BB,2020-01-11,2020-11-30,"205,91",325,1486.0,4.57,35
0303BR,2018-01-01,2018-03-31,"695,74",90,6414.0,71.27,11
0303BR,2018-01-04,2018-06-30,"1 289,02",178,9120.0,51.24,11
0303BR,2018-01-07,2018-09-30,"1 418,86",267,9649.0,36.14,11
0303BR,2018-01-10,2018-12-31,"1 164,81",356,,,11
0303BR,2019-01-01,2019-03-31,"1 111,81",90,,,11
0303BR,2019-01-04,2019-06-30,"1 260,81",178,9637.0,54.14,11
0303BR,2019-01-07,2019-09-30,"1 521,64",267,9926.0,37.18,11
0303BR,2019-01-10,2019-12-31,"1 086,10",356,9603.0,26.97,11
0303BR,2020-01-01,2020-03-31,"1 007,25",91,9202.0,101.12,11
0303BR,2020-01-04,2020-06-30,"1 096,76",179,9012.0,50.35,11
0303BR,2020-01-07,2020-09-30,"1 325,06",268,9300.0,34.7,11
0303KO,2018-01-01,2018-01-31,"227,33",31,1837.0,59.26,35
0303KO,2018-01-02,2018-02-28,"210,46",58,1697.0,29.26,35
0303KO,2018-01-03,2018-03-31,"218,07",88,1925.0,21.88,35
